Suburb/Town,Sports Played,Facility_Count,Lat,Long
Coburg,Lawn Bowls,1,-37.745008,144.967976
Coburg,Skating,1,-37.733231,144.952909
Coburg,Soccer,1,-37.756104,144.977669
Coburg,Swimming,2,-37.739107000000004,144.97119700000002
Coburg,Table Tennis,1,-37.735255,144.973498
Coburg,Tennis (Outdoor),3,-37.74515366666667,144.96008066666664
Coburg North,Athletics,1,-37.732303,144.976679
Coburg North,Baseball,1,-37.722748,144.967402
Coburg North,Cricket,3,-37.726812,144.967218
Coburg North,Cycling,1,-37.729925,144.955629
Coburg North,Soccer,3,-37.729204333333335,144.96329366666666
Coburg North,Tennis (Outdoor),1,-37.725385,144.957573
Coburg West,Lawn Bowls,1,-37.741561,144.953453
Cockatoo,Athletics,1,-37.926679,145.50362
Cockatoo,Australian Rules Football,1,-37.926679,145.50362
Cockatoo,BMX,1,-37.937095,145.490575
Cockatoo,Basketball,1,-37.926679,145.50362
Cockatoo,Cricket,1,-37.926679,145.50362
Cockatoo,Equestrian,1,-37.945711,145.496984
Cockatoo,Lawn Bowls,1,-37.937095,145.490575
Cockatoo,Netball,1,-37.926679,145.50362
Cockatoo,Skating ,1,-37.937095,145.490575
Cockatoo,Tennis (Outdoor),1,-37.937095,145.490575
Cohuna,Athletics,1,-35.804805,144.224685
Cohuna,Australian Rules Football,1,-35.804805,144.224685
Cohuna,Badminton,1,-35.811551,144.22459
Cohuna,Basketball,1,-35.811551,144.22459
Cohuna,Cricket,1,-35.804805,144.224685
Cohuna,Cricket (Indoor),1,-35.811551,144.22459
Cohuna,Dancing,1,-35.811551,144.22459
Cohuna,Equestrian,1,-35.811695,144.211389
Cohuna,Golf,1,-35.771471,144.224064
Cohuna,Gymnastics,1,-35.811551,144.22459
Cohuna,Hockey,1,-35.811551,144.22459
Cohuna,Lawn Bowls,2,-35.789203,144.22290049999998
Cohuna,Netball,1,-35.804805,144.224685
Cohuna,Shooting Sports,1,-35.800406,144.228074
Cohuna,Soccer (Indoor Soccer / Futsal),1,-35.811551,144.22459
Cohuna,Squash / Racquetball,1,-35.804,144.227
Cohuna,Swimming,1,-35.807018,144.221199
Cohuna,Tennis (Outdoor),2,-35.805962,144.221006
Cohuna,Water Skiing,1,-35.58269,143.768004
Colac,Australian Rules Football,1,-38.34158,143.569865
Colac,Baseball,1,-38.34491,143.596452
Colac,Basketball,1,-38.35032,143.588796
Colac,Cricket,3,-38.34033933333333,143.58313333333334
Colac,Croquet,1,-38.338517,143.601751
Colac,Cycling,1,-38.345171,143.61033
Colac,Fitness / Gymnasium Workouts,3,-38.34227333333334,143.58593199999999
Colac,Lawn Bowls,2,-38.3389855,143.582789
Colac,Netball,2,-38.343381,143.5832055
Colac,Sailing,1,-38.332285,143.575975
Colac,Squash / Racquetball,2,-38.34441,143.590148
Colac,Swimming,1,-38.35032,143.588796
Colac,Tennis (Outdoor),4,-38.3358305,143.60576500000002
Colac ,Australian Rules Football,1,-38.347988,143.586344
Colac ,Cricket,1,-38.347988,143.586344
Colac ,Lawn Bowls,1,-38.347988,143.586344
Colac ,Skating,1,-38.347988,143.586344
Colac ,Soccer,1,-38.347988,143.586344
Colac ,Tennis (Outdoor),1,-38.347988,143.586344
Colbinabbin,Australian Rules Football,1,-36.586683,144.801018
Colbinabbin,Cricket,2,-36.588167999999996,144.8010755
Colbinabbin,Lawn Bowls,1,-36.586864,144.801678
Colbinabbin,Netball,1,-36.586683,144.801018
Colbinabbin,Swimming,1,-36.588127,144.799728
Colbinabbin,Tennis (Outdoor),2,-36.586683,144.801018
Coldstream,Australian Rules Football,2,-37.731952,145.3814865
Coldstream,Cricket,2,-37.731952,145.3814865
Coldstream,Tennis (Outdoor),1,-37.729485,145.380214
Coleraine,Equestrian,1,-37.594124,141.67946
Coleraine ,Australian Rules Football,1,-37.595064,141.690809
Coleraine ,Cricket,1,-37.595064,141.690809
Coleraine ,Golf,1,-37.605363,141.708023
Coleraine ,Hockey,1,-37.595064,141.690809
Coleraine ,Lawn Bowls,1,-37.595064,141.690809
Coleraine ,Netball,2,-37.5960305,141.693019
Coleraine ,Swimming,1,-37.600901,141.68755
Coleraine ,Tennis (Outdoor),2,-37.5960305,141.693019
Colignan,Swimming,1,-34.525492,142.369524
Collignee,Cricket,1,-38.338653,146.582372
Collingwood,Fitness / Gymnasium Workouts,1,-37.80287,144.992863
Congupna,Australian Rules Football,1,-36.298038,145.434619
Congupna,Cricket,1,-36.298038,145.434619
Congupna,Netball,1,-36.298038,145.434619
Congupna,Tennis (Outdoor),1,-36.298038,145.434619
Connewarre,BMX,1,-38.265194,144.398403
Connewarre,Basketball,1,-38.265194,144.398403
Connewarre,Cricket,1,-38.265194,144.398403
Connewarre,Equestrian,1,-38.265194,144.398403
Connewarre,Skating,1,-38.265194,144.398403
Connewarre,Soccer,1,-38.265194,144.398403
Connewarre,Tennis (Outdoor),1,-38.265194,144.398403
Connewirricoo,Tennis (Outdoor),1,-37.199646,141.461328
Coolaroo,BMX,1,-37.660356,144.932832
Coolaroo,Basketball,1,-37.660356,144.932832
Coolaroo,Cricket,2,-37.660356,144.932832
Coolaroo,Cricket (Indoor),1,-37.642729,144.93232
Coolaroo,Fitness / Gymnasium Workouts,1,-37.642729,144.93232
Coolaroo,Netball,2,-37.651542500000005,144.93257599999998
Coolaroo,Soccer,1,-37.660356,144.932832
Coolaroo,Soccer (Indoor Soccer / Futsal),1,-37.642729,144.93232
Coolaroo,Volleyball,1,-37.642729,144.93232
Cooma,Cricket,2,-36.416006,145.069703
Cooma,Tennis (Outdoor),1,-36.416006,145.069703
Cooriemungle,Equestrian,1,-38.631516,143.076191
Cora Lynn,Australian Rules Football,1,-38.143429,145.607454
Cora Lynn,Cricket,1,-38.143429,145.607454
Cora Lynn,Netball,1,-38.143429,145.607454
Cora Lynne,Cycling,1,-38.145173,145.60559
Corindhap,Cricket,1,-37.873211,143.741524
Corindhap,Tennis (Outdoor),1,-37.873211,143.741524
Corinella,Basketball,1,-38.413097,145.433028
Corinella,Lawn Bowls,1,-38.413097,145.433028
Corinella,Tennis (Outdoor),1,-38.413097,145.433028
Corio,Archery,1,-38.056123,144.313125
Corio,Athletics,1,-38.078959,144.353257
Corio,Australian Rules Football,1,-38.073086,144.361719
Corio,BMX,1,-38.072436,144.368306
Corio,Baseball,1,-38.08293,144.363755
Corio,Cricket,2,-38.069143,144.363461
Corio,Equestrian,1,-38.065877,144.400738
Corio,Gridiron,1,-38.072436,144.368306
Corio,Hockey,1,-38.08293,144.363755
Corio,Lawn Bowls,1,-38.084209,144.362078
Corio,Motor Sports,1,-38.058889,144.382994
Corio,Netball,1,-38.073086,144.361719
Corio,Rugby Union,1,-38.0652,144.365203
Corio,Sailing,1,-38.072064,144.405705
Corio,Shooting Sports,1,-37.908585,144.437647
Corio,Soccer,1,-38.08293,144.363755
Corio,Softball,1,-38.08293,144.363755
Corio,Tennis (Outdoor),1,-38.056123,144.313125
Coronet Bay,BMX,1,-38.434736,145.438135
Coronet Bay,Basketball,1,-38.434736,145.438135
Cororooke,Tennis (Outdoor),1,-38.287923,143.528666
Corryong,Australian Rules Football,1,-36.191233,147.900536
Corryong,Golf,1,-36.191233,147.900536
Corryong,Lawn Bowls,1,-36.191233,147.900536
Corryong,Netball,1,-36.191233,147.900536
Corryong,Swimming,1,-36.195168,147.898186
Corryong,Tennis (Outdoor),1,-36.191233,147.900536
Cosgrove,Golf,1,-36.346272,145.620153
Cowes,Australian Rules Football,1,-38.451054,145.247337
Cowes,Basketball,1,-38.452373,145.24571
Cowes,Cricket,1,-38.451054,145.247337
Cowes,Croquet,1,-38.459666,145.246372
Cowes,Cycling,1,-38.5016,145.23208
Cowes,Disk Golf,1,-38.459666,145.246372
Cowes,Fitness / Gymnasium Workouts,1,-38.452373,145.24571
Cowes,Golf,1,-38.454863,145.256516
Cowes,Lawn Bowls,1,-38.453623,145.248716
Cowes,Netball,1,-38.451054,145.247337
Cowes,Netball (Indoor),1,-38.452373,145.24571
Cowes,Sailing,1,-38.449021,145.2334
Cowes,Skating,1,-38.450945,145.246266
Cowes,Squash / Racquetball,1,-38.452373,145.24571
Cowes,Swimming,1,-38.456624,145.240686
Cowes,Tennis (Outdoor),1,-38.451054,145.247337
Cowwarr,Australian Rules Football,1,-38.016055,146.69622
Cowwarr,Netball,1,-38.016055,146.69622
Cowwarr,Tennis (Outdoor),2,-38.016055,146.69622
Craigieburn,Aerobics,2,-37.608824,144.9455785
Craigieburn,Australian Rules Football,4,-37.59369975,144.93171
Craigieburn,Badminton,1,-37.59906,144.934474
Craigieburn,Basketball,1,-37.59906,144.934474
Craigieburn,Cricket,4,-37.59369975,144.93171
Craigieburn,Fitness / Gymnasium Workouts,4,-37.601677,144.93440775
Craigieburn,Golf,1,-37.598604,144.920847
Craigieburn,Lawn Bowls,1,-37.598462,144.92393
Craigieburn,Martial Arts,1,-37.59906,144.934474
Craigieburn,Netball (Indoor),1,-37.59906,144.934474
Craigieburn,Rugby League,1,-37.610118,144.934493
Craigieburn,Squash / Racquetball,1,-37.59906,144.934474
Craigieburn,Swimming,2,-37.594530000000006,144.923237
Craigieburn,Tae Kwon Do,1,-37.59906,144.934474
Craigieburn,Tennis (Outdoor),3,-37.58809866666667,144.913193
Cranbourne,AFL (Indoor),1,-38.112772,145.294045
Cranbourne,Australian Rules Football,2,-38.102044,145.2880695
Cranbourne,Basketball,1,-38.112772,145.294045
Cranbourne,Beach Volleyball,2,-38.108636000000004,145.29027250000001
Cranbourne,Cricket,2,-38.102044,145.2880695
Cranbourne,Cricket (Indoor),1,-38.1045,145.2865
Cranbourne,Fitness / Gymnasium Workouts,2,-38.1120055,145.2813895
Cranbourne,Golf,2,-38.117008,145.249887
Cranbourne,Lawn Bowls,2,-38.115992000000006,145.282762
Cranbourne,Netball,1,-38.112772,145.294045
Cranbourne,Netball (indoor),1,-38.1045,145.2865
Cranbourne,Soccer,2,-38.1168115,145.2776065
Cranbourne,Soccer (Indoor Soccer / Futsal),2,-38.108636000000004,145.29027250000001
Cranbourne,Swimming,1,-38.115664,145.278354
Cranbourne,Tennis (Indoor),1,-38.112772,145.294045
Cranbourne,Tennis (Outdoor),1,-38.117568,145.283637
Cranbourne,Volleyball,1,-38.112772,145.294045
Cranbourne ,Athletics,1,-38.083526,145.274553
Cranbourne ,Australian Rules Football,2,-38.09312,145.27281499999998
Cranbourne ,Basketball,1,-38.083526,145.274553
Cranbourne ,Cricket,3,-38.09183733333333,145.2743813333333
Cranbourne ,Soccer,1,-38.083526,145.274553
Cranbourne East,Australian Rules Football,1,-38.105387,145.302912
Cranbourne East,Cricket,1,-38.105387,145.302912
Cranbourne East,Lawn Bowls,1,-38.114622,145.303738
Cranbourne East ,Athletics,1,-38.121979,145.312021
Cranbourne East ,Australian Rules Football,2,-38.121979,145.312021
Cranbourne East ,Cricket,2,-38.121979,145.312021
Cranbourne East ,Cycling,1,-38.121979,145.312021
Cranbourne East ,Netball,1,-38.121979,145.312021
Cranbourne East ,Rugby League,1,-38.121979,145.312021
Cranbourne East ,Rugby Union,1,-38.121979,145.312021
Cranbourne East ,Tennis (Outdoor),2,-38.121979,145.312021
Cranbourne North,Golf,1,-38.070839,145.281902
Cranbourne North,Lawn Bowls,1,-38.070839,145.281902
Cranbourne South ,Basketball,1,-38.146868,145.232147
Cranbourne South ,Equestrian,1,-38.146868,145.232147
Cranbourne South ,Tennis (Outdoor),1,-38.146868,145.232147
Cremorne,Cricket,1,-37.830218,145.001134
Cremorne,Soccer,1,-37.830218,145.001134
Creswick,Australian Rules Football,1,-37.425056,143.897316
Creswick,Cricket,1,-37.425056,143.897316
Creswick,Golf,1,-37.444129,143.890785
Creswick,Lawn Bowls,1,-37.421686,143.895498
Creswick,Skating,1,-37.424183,143.898006
Creswick,Swimming,1,-37.418568,143.890681
Creswick,Tennis (Outdoor),3,-37.416936,143.900932
Creswick  ,Australian Rules Football,1,-37.422705,143.883058
Creswick  ,Netball,1,-37.422705,143.883058
Creswick  ,Soccer,1,-37.422705,143.883058
Crib Point,Australian Rules Football,2,-38.3592105,145.20306399999998
Crib Point,Cricket,2,-38.3592105,145.20306399999998
Crib Point,Cycling,1,-38.353571,145.18718
Crib Point,Equestrian,1,-38.343245,145.19253
Crib Point,Golf,1,-38.370817,145.207759
Crib Point,Swimming,1,-38.359316,145.204209
Crib Point,Tennis (Outdoor),2,-38.359316,145.204209
Croyden,Golf,1,-37.692348,145.354349
Croydon,Aerobics,3,-37.796647,145.28005800000003
Croydon,Athletics,1,-37.80184,145.283005
Croydon,Australian Rules Football,6,-37.78856833333334,145.282983
Croydon,Badminton,1,-37.801099,145.280821
Croydon,Baseball,1,-37.777352,145.305341
Croydon,Cricket,9,-37.792159999999996,145.28468411111112
Croydon,Equestrian,1,-37.810391,145.275424
Croydon,Fitness / Gymnasium Workouts,3,-37.796647,145.28005800000003
Croydon,Golf,1,-37.807609,145.297933
Croydon,Gridiron,1,-37.798339,145.285941
Croydon,Gymnastics,1,-37.801099,145.280821
Croydon,Lawn Bowls,2,-37.79969,145.281804
Croydon,Netball (Indoor),1,-37.801099,145.280821
Croydon,Skating,1,-37.80184,145.283005
Croydon,Soccer,4,-37.79909225,145.28755
Croydon,Squash / Racquetball,1,-37.801099,145.280821
Croydon,Swimming,2,-37.799102000000005,145.28348549999998
Croydon,Table Tennis,1,-37.801099,145.280821
Croydon,Tennis (Outdoor),2,-37.782738,145.290621
Croydon,Volleyball,1,-37.801099,145.280821
Croydon Hills,BMX,1,-37.774813,145.27044
Croydon Hills,Tennis (Outdoor),1,-37.774813,145.27044
Croydon North,Cricket,1,-37.765544,145.292259
Croydon North,Rugby Union,1,-37.765544,145.292259
Croydon South,Australian Rules Football,1,-37.809342,145.268724
Croydon South,Basketball,1,-37.809887,145.267566
Croydon South,Cricket,2,-37.8123795,145.27551849999998
Croydon South,Netball,1,-37.809342,145.268724
Croydon South,Soccer,1,-37.815417,145.282313
Croydon South,Tennis (Outdoor),1,-37.815417,145.282313
Cudgewa,Australian Rules Football,1,-36.173784,147.788047
Cudgewa,Tennis (Outdoor),1,-36.190707,147.771047
Culgoa,Lawn Bowls,1,-35.71593,143.107025
Culgoa,Tennis (Outdoor),1,-35.715266,143.106907
Cullulleraine,Australian Rules Football,1,-34.276956,141.603139
Cullulleraine,Cricket,1,-34.276956,141.603139
Cullulleraine,Netball,1,-34.276956,141.603139
Cullulleraine,Tennis (Outdoor),1,-34.276956,141.603139
Daisy Hill,Tennis (Outdoor),1,-37.101283,143.727198
Dallas,Athletics,1,-37.66884,144.940463
Dallas,Soccer,1,-37.66884,144.940463
Dallas,Tennis (Outdoor),1,-37.672512,144.937827
Dalyston,Australian Rules Football,1,-38.596136,145.542022
Dalyston,Cricket,1,-38.596136,145.542022
Dalyston,Netball,1,-38.596136,145.542022
Dandenong,Athletics,1,-37.984995,145.229068
Dandenong,Australian Rules Football,3,-37.991569999999996,145.21522766666666
Dandenong,BMX,1,-37.980806,145.208629
Dandenong,Baseball,1,-37.984995,145.229068
Dandenong,Cricket,6,-37.9874905,145.2109225
Dandenong,Croquet,1,-37.991802,145.216291
Dandenong,Fitness / Gymnasium Workouts,3,-37.98226366666667,145.20925333333335
Dandenong,Hockey,2,-37.972185,145.218467
Dandenong,Lawn Bowls,2,-37.987055999999995,145.21775200000002
Dandenong,Netball,1,-37.984195,145.197572
Dandenong,Rugby League,1,-37.984195,145.197572
Dandenong,Skating,1,-37.980806,145.208629
Dandenong,Soccer,2,-37.993014,145.20462350000003
Dandenong,Squash / Racquetball,2,-37.978763,145.212131
Dandenong,Swimming,1,-37.971368,145.217754
Dandenong,Table Tennis,1,-37.970768,145.217505
Dandenong,Tennis (Outdoor),4,-37.98481525,145.20599850000002
Dandenong  ,Lawn Bowls,1,-37.970317,145.22528
Dandenong North,Australian Rules Football,1,-37.962081,145.217008
Dandenong North,Basketball,1,-37.964204,145.226509
Dandenong North,Cricket,2,-37.962081,145.217008
Dandenong North,Soccer,1,-37.962081,145.217008
Dandenong North,Tennis (Outdoor),1,-37.962081,145.217008
Dandenong North,Volleyball,1,-37.964204,145.226509
Darley,Australian Rules Football,1,-37.657778,144.441566
Darley,Cricket,1,-37.657778,144.441566
Darley,Golf,1,-37.639448,144.431924
Darley,Netball,1,-37.657778,144.441566
Darnum,Australian Rules Football,1,-38.184952,146.010853
Darnum,Cricket,1,-38.184952,146.010853
Darnum,Cycling,1,-38.184228,146.00467
Darnum,Netball,1,-38.184952,146.010853
Dartmoor,Australian Rules Football,1,-37.924998,141.273237
Dartmoor,Cricket,1,-37.924998,141.273237
Dartmoor,Golf,1,-37.919535,141.284481
Dartmoor,Lawn Bowls,1,-37.922766,141.280398
Dartmoor,Netball,1,-37.924998,141.273237
Dartmouth,Cricket,1,-36.529291,147.495277
Dartmouth,Golf,1,-36.535843,147.491844
Daylesford,BMX,1,-37.346269,144.144408
Daylesford,Badminton,1,-37.3355,144.1515
Daylesford,Basketball,1,-37.3355,144.1515
Daylesford,Lawn Bowls,1,-37.341076,144.14479
Daylesford,Netball (Indoor),1,-37.3355,144.1515
Daylesford,Skating,1,-37.346269,144.144408
Daylesford,Soccer (Indoor Soccer / Futsal),1,-37.3355,144.1515
Daylesford,Squash / Racquetball,1,-37.3355,144.1515
Daylesford,Swimming,1,-37.34291,144.141035
Daylesford,Tennis (Outdoor),1,-37.339702,144.136779
Daylesford,Volleyball,1,-37.3355,144.1515
Daylesford  ,Australian Rules Football,1,-37.356245,144.135489
Daylesford  ,Cricket,1,-37.356245,144.135489
Daylesford  ,Netball,1,-37.356245,144.135489
Daylesford  ,Soccer,1,-37.356245,144.135489
Daylesford  ,Table Tennis,1,-37.356245,144.135489
Deans Marsh,BMX,1,-38.399688,143.883844
Deans Marsh,Cricket,1,-38.399688,143.883844
Deans Marsh,Skating,1,-38.399688,143.883844
Deans Marsh,Tennis (Outdoor),1,-38.399688,143.883844
Dean  ,Soccer,1,-37.46313,143.982037
Dean  ,Tennis (Outdoor),1,-37.46313,143.982037
Deavon Meadows,Australian Rules Football,1,-38.156582,145.302598
Deavon Meadows,BMX,1,-38.156582,145.302598
Deavon Meadows,Cricket,1,-38.156582,145.302598
Deavon Meadows,Netball,2,-38.156582,145.302598
Deavon Meadows,Tennis (Outdoor),2,-38.156582,145.302598
Deavon Meadows ,Australian Rules Football,1,-38.15697,145.302327
Deavon Meadows ,BMX,1,-38.15697,145.302327
Deavon Meadows ,Basketball,1,-38.15697,145.302327
Deavon Meadows ,Cricket,1,-38.15697,145.302327
Deavon Meadows ,Netball,1,-38.15697,145.302327
Deavon Meadows ,Tennis (Outdoor),1,-38.15697,145.302327
Dederang,Australian Rules Football,1,-36.475264,147.020525
Dederang,Cricket,1,-36.475264,147.020525
Dederang,Golf,1,-36.478094,147.02098
Dederang,Lawn Bowls,1,-36.476276,147.021519
Dederang,Netball,1,-36.475264,147.020525
Dederang,Tennis (Outdoor),1,-36.475264,147.020525
Deer Park,Athletics,2,-37.7686685,144.7850045
Deer Park,Australian Rules Football,3,-37.766737666666664,144.77272033333335
Deer Park,Basketball,2,-37.7682635,144.763896
Deer Park,Cricket,7,-37.770357571428576,144.771629
Deer Park,Dancing,1,-37.773404,144.774682
Deer Park,Fitness / Gymnasium Workouts,2,-37.765178,144.7580865
Deer Park,Lawn Bowls,1,-37.770581,144.781168
Deer Park,Martial Arts,2,-37.772305,144.7767965
Deer Park,Softball,1,-37.773301,144.795845
Deer Park,Swimming,1,-37.764058,144.774914
Deer Park,Tennis (Outdoor),1,-37.764036,144.774164
Delacombe,Australian Rules Football,1,-37.584168,143.816064
Delacombe,BMX,1,-37.584168,143.816064
Delacombe,Cricket,1,-37.584168,143.816064
Delahey,Australian Rules Football,1,-37.7164,144.7741
Delahey,Basketball,3,-37.717554666666665,144.76984366666667
Delahey,Cricket,1,-37.7164,144.7741
Delahey,Tennis (Outdoor),2,-37.718346,144.7736
Dennington,Australian Rules Football,1,-38.353594,142.443227
Dennington,Carpet Bowls,1,-38.355399,142.435253
Dennington,Cricket,2,-38.353594,142.443227
Dennington,Lawn Bowls,1,-38.355399,142.435253
Dennington,Netball,1,-38.353594,142.443227
Dergholm,Cricket,1,-37.37227,141.216079
Derrimut,Australian Rules Football,1,-37.791913,144.765845
Derrimut,Basketball,3,-37.78997066666667,144.76426066666667
Derrimut,Cricket,1,-37.791913,144.765845
Derrimut,Fitness / Gymnasium Workouts,1,-37.794022,144.761098
Derrimut,Golf,1,-37.793618,144.773947
Derrimut,Soccer,1,-37.791913,144.765845
Derrinallum,Australian Rules Football,1,-37.949017,143.227938
Derrinallum,Cricket,1,-37.949017,143.227938
Derrinallum,Netball,1,-37.949017,143.227938
Derrinallum,Sailing,1,-37.932832,143.165775
Derrinallum,Tennis (Outdoor),1,-37.949017,143.227938
Devenish,Cricket,1,-36.331158,145.897647
Dhurringile,Cricket,1,-36.543393,145.238622
Diamond Creek,Australian Rules Football,2,-37.673294,145.154844
Diamond Creek,Baseball,1,-37.679126,145.149238
Diamond Creek,Basketball,2,-37.6741705,145.160977
Diamond Creek,Cricket,3,-37.675238,145.15297533333333
Diamond Creek,Fitness / Gymnasium Workouts,4,-37.67345675,145.1542725
Diamond Creek,Gymnastics,1,-37.673866,145.166055
Diamond Creek,Lawn Bowls,1,-37.67539,145.153686
Diamond Creek,Netball,1,-37.674445,145.152371
Diamond Creek,Netball (Indoor),1,-37.673866,145.166055
Diamond Creek,Skating,2,-37.672197,145.155767
Diamond Creek,Soccer (Indoor Soccer / Futsal),1,-37.673866,145.166055
Diamond Creek,Swimming,1,-37.672086,145.157212
Diamond Creek,Tennis (Outdoor),3,-37.678067,145.15914533333333
Digby,Tennis (Outdoor),1,-37.802368,141.531292
Diggers Rest,Australian Rules Football,1,-37.621057,144.708629
Diggers Rest,Cricket,1,-37.621057,144.708629
Diggers Rest,Lawn Bowls,1,-37.629674,144.721541
Diggers Rest,Netball,1,-37.621057,144.708629
Diggers Rest,Tennis (Outdoor),1,-37.621057,144.708629
Dimboola,Australian Rules Football,1,-36.460876,142.027897
Dimboola,Badminton,1,-36.460127,142.025603
Dimboola,Basketball,1,-36.460127,142.025603
Dimboola,Cricket,1,-36.460876,142.027897
Dimboola,Fitness / Gymnasium Workouts,1,-36.450984,142.034712
Dimboola,Golf,1,-36.444145,142.004481
Dimboola,Hockey,1,-36.450984,142.034712
Dimboola,Lawn Bowls,1,-36.458015,142.027226
Dimboola,Netball,1,-36.460876,142.027897
Dimboola,Rowing,1,-36.460702,142.02399
Dimboola,Swimming,1,-36.456902,142.027116
Dimboola,Tennis (Outdoor),1,-36.450984,142.034712
Dimboola,Volleyball,1,-36.460127,142.025603
Dingee,Cricket,1,-36.370064,144.239484
Dingee,Lawn Bowls,1,-36.370069,144.240734
Dingee,Tennis (Outdoor),1,-36.370064,144.239484
Dingley Village,Australian Rules Football,1,-37.983408,145.136268
Dingley Village,Baseball,1,-37.982073,145.142252
Dingley Village,Cricket,3,-37.983456,145.130856
Dingley Village,Golf,3,-37.987204,145.136077
Dingley Village,Netball,1,-37.982073,145.142252
Dingley Village,Skating,1,-37.982073,145.142252
Dingley Village,Soccer,1,-37.983552,145.120032
Dingley Village,Tennis (Outdoor),1,-37.982073,145.142252
Dixons Creek,Shooting Sports,1,-37.589948,145.396258
Docklands,Fitness / Gymnasium Workouts,1,-37.81847,144.947109
Docklands,Sailing,1,-37.820415,144.937261
Donald,Archery,1,-36.363956,142.987001
Donald,Australian Rules Football,1,-36.363956,142.987001
Donald,Basketball,2,-36.3644025,142.986332
Donald,Cricket,1,-36.363956,142.987001
Donald,Croquet,1,-36.372638,142.986665
Donald,Equestrian,1,-36.361175,142.99677
Donald,Golf,1,-36.380889,142.992735
Donald,Hockey,1,-36.363956,142.987001
Donald,Lawn Bowls,2,-36.376763999999994,142.99015
Donald,Netball (Indoor),1,-36.364849,142.985663
Donald,Shooting Sports,1,-36.387982,143.006228
Donald,Squash / Racquetball,2,-36.3644025,142.986332
Donald,Swimming,1,-36.375131,142.986551
Donald,Tennis (Indoor),1,-36.364849,142.985663
Donald,Tennis (Outdoor),1,-36.380044,142.992336
Doncaster,Australian Rules Football,3,-37.78343233333333,145.116849
Doncaster,Badminton,1,-37.78571,145.131872
Doncaster,Basketball,1,-37.78571,145.131872
Doncaster,Cricket,4,-37.78244875,145.11733750000002
Doncaster,Golf,1,-37.786687,145.113026
Doncaster,Lawn Bowls,1,-37.78501,145.132987
Doncaster,Netball (Indoor),1,-37.78571,145.131872
Doncaster,Soccer,1,-37.784724,145.101257
Doncaster,Tennis (Outdoor),2,-37.787693,145.139593
Donnybrook,Cricket,1,-37.541906,144.953931
Donvale,Australian Rules Football,1,-37.79443,145.175822
Donvale,Basketball,1,-37.79443,145.175822
Donvale,Cricket,2,-37.79443,145.175822
Donvale,Equestrian,1,-37.766492,145.186757
Donvale,Hockey,1,-37.767084,145.184409
Donvale,Lawn Bowls,2,-37.767084,145.184409
Donvale,Netball,1,-37.79443,145.175822
Donvale,Soccer,3,-37.774846,145.17205133333334
Donvale,Tennis (Outdoor),3,-37.787813666666665,145.18519566666666
Dookie,Australian Rules Football,1,-36.332725,145.683968
Dookie,Cricket,1,-36.332725,145.683968
Dookie,Cycling,1,-36.3502,145.77581
Dookie,Lawn Bowls,1,-36.327867,145.68373
Dookie,Netball,1,-36.332725,145.683968
Dookie,Tennis (Outdoor),1,-36.332725,145.683968
Doreen,Australian Rules Football,1,-37.583888,145.129534
Doreen,Cricket,2,-37.594294000000005,145.13336900000002
Doreen,Skating,1,-37.583888,145.129534
Doreen,Tennis (Outdoor),1,-37.6047,145.137204
Douglas,Tennis (Outdoor),1,-37.03503,141.729167
Doveton ,Australian Rules Football,1,-37.980461,145.241124
Doveton ,Basketball,1,-37.980461,145.241124
Doveton ,Cricket,1,-37.980461,145.241124
Doveton ,Golf ,1,-37.990765,145.22873
Doveton ,Rugby League,1,-37.988644,145.231543
Doveton ,Rugby Union,1,-37.988644,145.231543
Doveton ,Soccer,2,-37.9845525,145.2363335
Doveton ,Swimming,1,-37.98872,145.244299
Dromana,Australian Rules Football,1,-38.334651,144.968356
Dromana,Cricket,1,-38.334651,144.968356
Dromana,Lawn Bowls,1,-38.339344,144.953019
Dromana,Netball,1,-38.336802,144.970217
Dromana,Surf Life Saving,1,-38.332643,144.963829
Dromana,Tennis (Outdoor),1,-38.336802,144.970217
Drouin,Australian Rules Football,2,-38.1338415,145.8509315
Drouin,Badminton,1,-38.13238,145.85887
Drouin,Basketball,1,-38.135303,145.842993
Drouin,Cricket,3,-38.137797666666664,145.85115866666666
Drouin,Croquet,1,-38.136907,145.85612
Drouin,Equestrian,1,-38.135303,145.842993
Drouin,Golf ,2,-38.101058,145.832539
Drouin,Hockey,2,-38.135303,145.842993
Drouin,Lawn Bowls,1,-38.138102,145.85972
Drouin,Netball,1,-38.13238,145.85887
Drouin,Netball (Indoor),1,-38.135303,145.842993
Drouin,Shooting Sports,1,-38.16124,145.869743
Drouin,Skating,1,-38.134257,145.857462
Drouin,Soccer,1,-38.135303,145.842993
Drouin,Squash / Racquetball,1,-38.135303,145.842993
Drouin,Swimming,1,-38.13238,145.85887
Drouin,Tennis (Outdoor),2,-38.12713,145.852498
Drouin,Volleyball,1,-38.135303,145.842993
Drouin West,Motor Sports,1,-38.063187,145.897902
Drumborg,Cricket,1,-38.075691,141.586058
Drumborg,Tennis (Outdoor),1,-38.075691,141.586058
Drumcondra,Tennis (Outdoor),1,-38.128745,144.355672
Drung,Golf,1,-36.72876,142.319234
Drysdale,Australian Rules Football,1,-38.175026,144.561327
Drysdale,Cricket,1,-38.175026,144.561327
Drysdale,Croquet,1,-38.171208,144.571328
Drysdale,Equestrian,1,-38.182872,144.559379
